customer_id,customer_name,industry,region,company_size,signup_date,sales_channel
346,Allen-Knight,Manufacturing,North America,SMB,2024-02-20,Partner
347,"Lopez, Diaz and Estes",Finance,North America,Mid-Market,2026-04-29,Partner
348,Velasquez-Reed,Finance,APAC,Mid-Market,2023-10-27,Self-Service
349,Owens-Riley,Technology,APAC,Mid-Market,2025-04-26,Self-Service
350,Murillo Ltd,Manufacturing,EMEA,Mid-Market,2025-02-22,Self-Service
351,Wade Inc,Manufacturing,EMEA,SMB,2025-04-22,Direct Sales
352,Howard LLC,Technology,APAC,Mid-Market,2025-03-19,Partner
353,Lang-Lee,Healthcare,APAC,Enterprise,2024-04-04,Self-Service
354,Norris and Sons,Manufacturing,North America,Enterprise,2025-09-29,Partner
355,"Vance, Taylor and Berger",Manufacturing,LATAM,Mid-Market,2023-11-22,Partner
356,"Barker, Marquez and Mccall",Retail,APAC,Enterprise,2026-03-27,Self-Service
357,Montoya-Clark,Manufacturing,APAC,Mid-Market,2024-06-15,Direct Sales
358,"Williams, Ellison and Short",Finance,APAC,Mid-Market,2023-10-15,Direct Sales
359,Jones-Cortez,Retail,LATAM,Enterprise,2024-09-23,Partner
360,"Guerrero, Walker and Davis",Finance,North America,Enterprise,2025-09-10,Partner
361,Thompson-Dyer,Healthcare,LATAM,Enterprise,2023-06-07,Direct Sales
362,Macdonald Group,Healthcare,EMEA,Mid-Market,2025-12-07,Direct Sales
363,Johnson Inc,Manufacturing,LATAM,SMB,2026-02-05,Self-Service
364,"Jackson, Cox and Evans",Manufacturing,North America,Enterprise,2024-01-07,Direct Sales
365,Wells-Glass,Healthcare,LATAM,Enterprise,2023-12-31,Direct Sales
366,Thomas Ltd,Healthcare,EMEA,SMB,2025-11-29,Partner
367,Long-Garza,Manufacturing,North America,Mid-Market,2023-06-19,Partner
368,Carney-Downs,Technology,North America,Enterprise,2025-03-29,Self-Service
369,Payne and Sons,Retail,LATAM,Enterprise,2024-05-09,Direct Sales
370,"Perez, Reyes and Heath",Manufacturing,North America,SMB,2023-07-05,Direct Sales
371,Le Group,Technology,APAC,SMB,2026-03-20,Partner
372,"Fleming, Noble and Jackson",Healthcare,EMEA,Mid-Market,2023-12-25,Partner
373,Foster-Diaz,Retail,APAC,SMB,2024-06-16,Partner
374,Smith Group,Healthcare,North America,Enterprise,2024-01-13,Self-Service
375,"Spence, James and Smith",Manufacturing,North America,Mid-Market,2025-10-28,Partner
376,Miller-Alexander,Retail,LATAM,Mid-Market,2024-11-12,Self-Service
377,Hickman-Thompson,Finance,North America,SMB,2024-05-07,Direct Sales
378,Perkins-Maldonado,Technology,LATAM,Mid-Market,2025-07-07,Direct Sales
379,Craig-Benson,Healthcare,North America,Enterprise,2025-08-12,Self-Service
380,"Steele, Barr and Allen",Technology,APAC,Mid-Market,2024-10-18,Self-Service
381,Byrd PLC,Technology,North America,Mid-Market,2023-12-23,Self-Service
382,King-Castaneda,Finance,EMEA,Mid-Market,2024-03-31,Self-Service
383,Brown-Gill,Manufacturing,EMEA,Enterprise,2023-09-16,Partner
384,Smith Ltd,Manufacturing,APAC,Enterprise,2026-04-02,Direct Sales
385,Powell-Yates,Manufacturing,LATAM,Enterprise,2025-12-04,Partner
386,"Cox, Gray and Ayala",Retail,APAC,Mid-Market,2025-07-27,Self-Service
387,Hernandez Ltd,Finance,EMEA,SMB,2026-04-09,Partner
388,Wilson-Floyd,Technology,LATAM,Enterprise,2026-04-11,Partner
389,Long and Sons,Finance,North America,SMB,2025-11-23,Partner
390,Hall and Sons,Technology,EMEA,SMB,2024-09-13,Direct Sales
391,Contreras-Lloyd,Healthcare,APAC,SMB,2024-12-22,Direct Sales
392,House PLC,Healthcare,LATAM,Mid-Market,2026-04-08,Partner
393,Castillo PLC,Healthcare,LATAM,Enterprise,2023-09-14,Self-Service
394,Bauer-Nguyen,Healthcare,LATAM,Mid-Market,2023-07-30,Self-Service
395,Tucker PLC,Healthcare,APAC,Enterprise,2024-09-20,Direct Sales
396,Jordan-Davis,Healthcare,APAC,SMB,2026-04-07,Direct Sales
397,"Miller, Dunn and Rodriguez",Technology,LATAM,Mid-Market,2024-05-14,Partner
398,"Barber, Bond and Johnston",Healthcare,APAC,SMB,2023-07-11,Direct Sales
399,Harding-Wagner,Finance,EMEA,Mid-Market,2025-06-23,Self-Service
400,Simpson Group,Retail,APAC,SMB,2024-07-16,Partner
401,Allen-Schmidt,Technology,North America,SMB,2026-03-30,Self-Service
402,Jones Inc,Healthcare,LATAM,SMB,2024-07-23,Partner
403,Lewis Inc,Retail,APAC,Mid-Market,2025-08-19,Direct Sales
404,Weber PLC,Manufacturing,North America,SMB,2025-12-09,Direct Sales
405,"Stephens, Martinez and Rivera",Healthcare,EMEA,Enterprise,2026-05-14,Self-Service
406,Kim LLC,Technology,EMEA,Enterprise,2025-11-18,Partner
407,Gardner-Mcneil,Technology,LATAM,Enterprise,2025-07-04,Partner
408,"Jordan, Hubbard and Jones",Technology,APAC,Enterprise,2025-07-05,Direct Sales
409,Woods PLC,Technology,EMEA,Mid-Market,2026-01-03,Self-Service
410,Luna-Chang,Finance,North America,Enterprise,2025-09-09,Partner
411,Hernandez Group,Technology,North America,Mid-Market,2024-11-22,Partner
412,"Lopez, Li and Gonzalez",Finance,North America,SMB,2023-12-05,Self-Service
413,Hughes-Krueger,Retail,EMEA,Enterprise,2024-10-05,Direct Sales
414,"Smith, Scott and White",Manufacturing,APAC,Enterprise,2025-01-17,Direct Sales
415,Floyd-Vang,Finance,LATAM,Mid-Market,2025-09-20,Direct Sales
416,Jones Group,Finance,APAC,Enterprise,2024-12-30,Self-Service
417,"Mckinney, Pollard and Blake",Healthcare,APAC,Enterprise,2025-11-15,Partner
418,Warner-Rodriguez,Healthcare,LATAM,SMB,2026-04-26,Self-Service
419,Lane Ltd,Manufacturing,North America,SMB,2024-07-30,Direct Sales
420,"Smith, Jefferson and Rose",Manufacturing,EMEA,Mid-Market,2025-10-26,Partner
421,Holder LLC,Healthcare,North America,SMB,2024-05-04,Direct Sales
422,Kelly-Lewis,Manufacturing,North America,SMB,2025-01-03,Direct Sales
423,Anderson Ltd,Technology,LATAM,SMB,2026-05-01,Partner
424,Jackson-Gibson,Manufacturing,EMEA,SMB,2025-11-11,Direct Sales
425,Bailey-Simmons,Healthcare,APAC,SMB,2024-02-22,Self-Service
426,"Gutierrez, Torres and Moore",Technology,LATAM,Enterprise,2023-07-25,Direct Sales
427,Ritter PLC,Technology,LATAM,SMB,2024-08-27,Self-Service
428,Bean-Case,Manufacturing,APAC,SMB,2024-04-13,Self-Service
429,Williams-Williams,Retail,LATAM,Mid-Market,2024-03-19,Partner
430,Taylor-Grant,Healthcare,North America,SMB,2025-12-02,Direct Sales
431,Williams-Rowe,Healthcare,LATAM,SMB,2025-06-29,Partner
432,Harrison-Bradshaw,Manufacturing,APAC,SMB,2023-07-06,Partner
433,"Ramirez, House and Valdez",Healthcare,APAC,SMB,2025-05-08,Direct Sales
434,Valentine Group,Technology,LATAM,Enterprise,2023-05-23,Direct Sales
435,"Romero, Guzman and Gould",Manufacturing,APAC,SMB,2026-04-19,Direct Sales
436,Lopez-Chambers,Manufacturing,EMEA,SMB,2024-08-21,Self-Service
437,"Kerr, Booth and Rose",Finance,EMEA,Enterprise,2025-12-06,Partner
438,"Miller, Brown and Coleman",Manufacturing,EMEA,Mid-Market,2023-12-02,Self-Service
439,"Ruiz, Phillips and Lee",Healthcare,North America,SMB,2024-11-15,Partner
440,Lewis Group,Finance,North America,Mid-Market,2024-06-22,Direct Sales
441,"Chavez, Burns and Morales",Healthcare,APAC,Mid-Market,2024-07-07,Self-Service
442,Sandoval PLC,Manufacturing,LATAM,Enterprise,2023-06-23,Self-Service
443,Fuller PLC,Manufacturing,North America,SMB,2025-03-10,Partner
444,"Cline, Smith and Blake",Retail,North America,SMB,2025-09-13,Partner
445,Cross Inc,Healthcare,APAC,SMB,2024-11-07,Self-Service
446,Johnson-Daniels,Healthcare,EMEA,Mid-Market,2023-12-07,Self-Service
447,Lopez and Sons,Finance,EMEA,Enterprise,2024-02-05,Partner
448,"Le, Jones and Escobar",Manufacturing,LATAM,SMB,2025-08-29,Partner
449,Johnson-Adams,Finance,EMEA,SMB,2025-04-18,Partner
450,"Baker, Fox and Jones",Technology,EMEA,Mid-Market,2026-01-06,Direct Sales
451,Murphy LLC,Healthcare,North America,Enterprise,2023-08-11,Partner
452,Webb-Espinoza,Technology,North America,SMB,2023-11-01,Partner
453,"Castro, Parker and Townsend",Finance,APAC,Enterprise,2023-08-15,Direct Sales
454,Velazquez Group,Technology,LATAM,Mid-Market,2025-11-11,Partner
455,King LLC,Healthcare,North America,SMB,2026-04-15,Self-Service
456,King Group,Technology,North America,Mid-Market,2023-08-12,Direct Sales
457,Ortiz and Sons,Healthcare,North America,Enterprise,2025-03-01,Self-Service
458,Quinn and Sons,Technology,LATAM,SMB,2024-05-06,Self-Service
459,Buck-Dennis,Finance,EMEA,Enterprise,2025-08-14,Partner
460,Wright PLC,Retail,APAC,SMB,2025-08-22,Partner
461,Hensley and Sons,Finance,LATAM,Mid-Market,2025-03-08,Partner
462,"Brown, Meyer and Buchanan",Technology,North America,Enterprise,2024-08-22,Direct Sales
463,Bartlett-Goodman,Technology,APAC,SMB,2025-11-05,Direct Sales
464,Leonard Ltd,Technology,APAC,Mid-Market,2025-07-28,Direct Sales
465,"Howe, Flores and Castillo",Finance,APAC,Enterprise,2025-05-27,Partner
466,Sloan PLC,Finance,North America,Enterprise,2025-12-21,Self-Service
467,Petersen LLC,Healthcare,EMEA,SMB,2024-11-10,Self-Service
468,"Watson, Harris and King",Technology,EMEA,SMB,2024-06-25,Direct Sales
469,Hughes LLC,Retail,North America,SMB,2024-11-23,Self-Service
470,Sanford-Thomas,Retail,LATAM,Mid-Market,2023-08-15,Partner
471,White PLC,Manufacturing,LATAM,Enterprise,2024-11-04,Direct Sales
472,Ross-Hardin,Healthcare,EMEA,SMB,2025-10-07,Direct Sales
473,Luna LLC,Healthcare,EMEA,SMB,2025-06-17,Direct Sales
474,Johnston Inc,Finance,LATAM,Enterprise,2025-05-27,Direct Sales
475,Carter LLC,Retail,APAC,SMB,2024-04-26,Partner
476,"Gutierrez, Pacheco and Russell",Finance,APAC,Enterprise,2026-02-22,Direct Sales
477,"White, Ponce and Collins",Retail,North America,SMB,2026-03-05,Partner
478,"Lynch, Randall and Bennett",Retail,LATAM,Mid-Market,2025-11-15,Direct Sales
479,Noble LLC,Healthcare,North America,Enterprise,2023-06-07,Partner
480,Robbins LLC,Retail,EMEA,Mid-Market,2025-04-17,Partner
481,Oneal-Oliver,Technology,LATAM,Enterprise,2024-03-27,Self-Service
482,Parker Inc,Healthcare,North America,Enterprise,2023-09-24,Partner
483,Morris-Ross,Technology,EMEA,Enterprise,2024-02-03,Self-Service
484,"Gonzalez, Weaver and Brown",Finance,North America,Enterprise,2025-07-17,Partner
485,Hunt LLC,Technology,APAC,SMB,2025-09-27,Partner
486,Mcbride-Johnson,Manufacturing,APAC,Mid-Market,2024-02-27,Direct Sales
487,Roach Ltd,Retail,EMEA,SMB,2025-10-17,Direct Sales
488,Brown Group,Healthcare,North America,Mid-Market,2025-08-27,Partner
489,Rodriguez-Kim,Technology,North America,Mid-Market,2024-09-19,Self-Service
490,"Ruiz, Walter and Johnson",Finance,APAC,Enterprise,2025-05-31,Self-Service
491,"Davies, Warren and Walker",Healthcare,LATAM,Enterprise,2026-01-19,Partner
492,Wright-Blackburn,Retail,North America,Enterprise,2025-03-23,Direct Sales
493,Zimmerman-Perez,Healthcare,North America,Enterprise,2025-11-09,Self-Service
494,Benton-Green,Retail,North America,SMB,2024-03-27,Partner
495,Parsons PLC,Healthcare,LATAM,SMB,2024-05-19,Self-Service
496,Coleman-Fisher,Technology,LATAM,Enterprise,2026-01-12,Partner
497,Mendez-Hanson,Technology,LATAM,SMB,2024-08-09,Direct Sales
498,Quinn LLC,Retail,LATAM,SMB,2026-02-13,Self-Service
499,"Harris, Peterson and Moreno",Technology,EMEA,SMB,2024-10-28,Partner
500,Baird-Gray,Technology,EMEA,Mid-Market,2025-03-17,Partner
