date,customer_id,product_line,arr,mrr,bookings,expansion_revenue,contraction_revenue,churned_revenue,new_business_revenue,renewal_revenue
2023-07-01,472,Core Platform,92932,7744.33,37629,17658,9278,0,1421,26279
2023-07-01,473,Enterprise,143705,11975.42,38524,4422,4863,0,19971,19583
2023-07-01,474,Core Platform,92859,7738.25,6563,6095,5458,0,4960,29171
2023-07-01,475,Analytics,114964,9580.33,44745,3670,2623,0,26366,31789
2023-07-01,476,Core Platform,12333,1027.75,25441,13796,1463,84733,15593,15571
2023-07-01,477,Core Platform,131557,10963.08,7300,10735,129,0,20921,22788
2023-07-01,478,AI Suite,22228,1852.33,35237,4564,6092,0,489,3781
2023-07-01,479,AI Suite,57954,4829.5,31713,13894,6908,0,5294,4859
2023-07-01,480,Enterprise,57638,4803.17,38348,7960,8569,0,28347,34656
2023-07-01,481,Enterprise,153125,12760.42,43563,19854,7857,0,7792,22459
2023-07-01,482,Enterprise,99532,8294.33,13727,8477,8010,0,19718,11083
2023-07-01,483,Analytics,114446,9537.17,29677,17284,8902,0,1219,25140
2023-07-01,484,Security,59278,4939.83,17851,3449,7154,0,15182,19916
2023-07-01,485,Analytics,23511,1959.25,38201,17904,754,0,16086,7345
2023-07-01,486,Security,120554,10046.17,23773,15245,7488,0,12731,21952
2023-07-01,487,Core Platform,131545,10962.08,9243,2022,4936,0,29576,1272
2023-07-01,488,Core Platform,103002,8583.5,44995,16752,6463,0,4128,23881
2023-07-01,489,Enterprise,134699,11224.92,34467,679,8522,0,4399,19756
2023-07-01,490,Analytics,83881,6990.08,15061,4345,7961,0,18022,162
2023-07-01,491,Enterprise,102390,8532.5,39108,2075,6250,0,26029,9358
2023-07-01,492,Analytics,135503,11291.92,45793,15095,2232,0,16929,6692
2023-07-01,493,AI Suite,60760,5063.33,37058,12905,6317,0,28349,31122
2023-07-01,494,Core Platform,87081,7256.75,17683,7321,9909,0,13930,19717
2023-07-01,495,Enterprise,100764,8397.0,13555,2315,2003,0,26796,2058
2023-07-01,496,Security,97290,8107.5,31759,3939,617,0,11658,23813
2023-07-01,497,Enterprise,20987,1748.92,33438,3697,7819,0,20518,17483
2023-07-01,498,Enterprise,91540,7628.33,34054,1650,1310,0,3361,13607
2023-07-01,499,AI Suite,107020,8918.33,14274,9186,4093,0,25829,23345
2023-07-01,500,Core Platform,140797,11733.08,41064,10352,6451,0,14832,1648
2023-08-01,1,AI Suite,31559,2629.92,31472,4402,2313,0,8678,25704
2023-08-01,2,Core Platform,127059,10588.25,39154,6189,3607,0,1061,7480
2023-08-01,3,Security,65784,5482.0,4045,12462,1039,0,3397,1038
2023-08-01,4,Core Platform,38685,3223.75,36135,11783,7241,0,4128,25002
2023-08-01,5,AI Suite,88065,7338.75,44040,14610,6422,0,16184,8902
2023-08-01,6,Analytics,131554,10962.83,2698,6139,2759,0,18139,29848
2023-08-01,7,Core Platform,113928,9494.0,26162,9914,2698,0,1596,9689
2023-08-01,8,Analytics,107877,8989.75,13110,6077,7079,0,1959,2487
2023-08-01,9,Analytics,123771,10314.25,34732,5226,6622,0,4907,22393
2023-08-01,10,Core Platform,145414,12117.83,24614,3086,739,0,7266,28403
2023-08-01,11,Core Platform,145741,12145.08,43099,16171,411,0,20432,3395
2023-08-01,12,Security,85163,7096.92,22984,18197,9975,0,12253,15680
2023-08-01,13,Security,10856,904.67,26733,7624,9390,0,28198,36354
2023-08-01,14,Enterprise,52527,4377.25,7843,17211,2527,0,17350,39303
2023-08-01,15,AI Suite,97714,8142.83,45126,3106,8111,0,13495,5890
2023-08-01,16,Core Platform,111981,9331.75,17004,1410,2094,0,21292,23278
2023-08-01,17,Core Platform,22012,1834.33,49202,17446,8799,0,12897,20071
2023-08-01,18,Core Platform,12001,1000.08,13557,9436,6793,0,26527,12679
2023-08-01,19,AI Suite,84233,7019.42,6926,11376,7903,0,1451,17581
2023-08-01,20,Security,39031,3252.58,29586,5215,8382,0,2098,26128
2023-08-01,21,Core Platform,76142,6345.17,44100,794,8704,0,5210,27957
2023-08-01,22,AI Suite,93189,7765.75,39699,13252,9778,0,14376,39342
2023-08-01,23,Analytics,67469,5622.42,43762,5397,5182,0,29139,9919
2023-08-01,24,Security,67456,5621.33,11331,4308,1550,0,26908,28596
2023-08-01,25,Security,28475,2372.92,45810,8520,1084,0,22868,24073
2023-08-01,26,Core Platform,135002,11250.17,44168,4988,6895,0,3516,11139
2023-08-01,27,Security,92474,7706.17,21678,10255,1188,0,28963,32328
2023-08-01,28,Security,93220,7768.33,38976,7683,8784,0,25792,35279
2023-08-01,29,Security,68857,5738.08,30222,15850,4668,0,23900,13356
2023-08-01,30,AI Suite,98911,8242.58,40244,10899,5475,0,29569,26993
2023-08-01,31,Core Platform,2874,239.5,37145,3583,5746,0,60,20109
2023-08-01,32,Analytics,70887,5907.25,31443,17048,6557,0,28461,6076
2023-08-01,33,Security,94965,7913.75,6920,14568,9323,0,12978,19319
2023-08-01,34,Security,83234,6936.17,7878,7018,583,0,6331,35350
2023-08-01,35,Enterprise,131682,10973.5,5807,12548,3044,0,25012,15743
2023-08-01,36,Security,33589,2799.08,4280,2845,8823,0,2396,6488
2023-08-01,37,Enterprise,68234,5686.17,39118,18296,5699,0,18297,26566
2023-08-01,38,AI Suite,122724,10227.0,7282,11797,9160,0,29631,29321
2023-08-01,39,Analytics,12644,1053.67,46410,5870,2529,0,21395,8618
2023-08-01,40,Security,4563,380.25,9673,13604,9041,145054,12403,32191
2023-08-01,41,Enterprise,61498,5124.83,28118,4926,8389,0,8984,37828
2023-08-01,42,Security,86968,7247.33,1533,17045,4644,0,246,16952
2023-08-01,43,Analytics,16769,1397.42,16037,6734,3704,0,19983,12455
2023-08-01,44,Core Platform,117816,9818.0,36393,7725,6127,0,27564,23614
2023-08-01,45,Core Platform,73513,6126.08,23252,15907,5592,0,26563,34145
2023-08-01,46,Core Platform,149095,12424.58,37725,2009,592,0,7184,24387
2023-08-01,47,Core Platform,95861,7988.42,3811,15544,615,0,5930,837
2023-08-01,48,Core Platform,47813,3984.42,4100,12012,3635,0,27203,24354
2023-08-01,49,Security,118311,9859.25,30730,16502,5636,0,23134,17963
2023-08-01,50,Security,41356,3446.33,8145,10922,8711,0,16141,10719
2023-08-01,51,Core Platform,62666,5222.17,47617,4626,7888,0,18739,37325
2023-08-01,52,AI Suite,120136,10011.33,13659,8580,5936,0,1361,2433
2023-08-01,53,Core Platform,37855,3154.58,18238,15889,801,0,25994,11571
2023-08-01,54,Security,24052,2004.33,27492,19030,4743,0,24773,33271
2023-08-01,55,Core Platform,68354,5696.17,42203,4853,7606,0,24195,27932
2023-08-01,56,Core Platform,150368,12530.67,48091,11796,552,0,26731,18839
2023-08-01,57,Security,141794,11816.17,44466,3626,104,0,22466,2020
2023-08-01,58,Security,133768,11147.33,43497,17945,1627,0,9030,13160
2023-08-01,59,Security,29075,2422.92,6389,6280,9578,0,14172,9622
2023-08-01,60,Security,103468,8622.33,23331,560,4972,0,6839,16616
2023-08-01,61,Security,73296,6108.0,28821,16014,533,0,20867,20745
2023-08-01,62,AI Suite,71948,5995.67,28259,5256,2644,0,16447,9804
2023-08-01,63,Core Platform,31500,2625.0,36211,15972,272,0,5688,28685
2023-08-01,64,Enterprise,125026,10418.83,41835,8648,7855,0,5917,1673
2023-08-01,65,Core Platform,1361,113.42,10830,9218,7857,42704,9622,22091
2023-08-01,66,Enterprise,21741,1811.75,12737,12748,6705,0,14517,9140
2023-08-01,67,Enterprise,141790,11815.83,41492,10506,7435,0,25065,553
2023-08-01,68,Enterprise,15719,1309.92,36088,1435,9193,0,5651,36971
2023-08-01,69,Core Platform,29569,2464.08,35179,480,5788,0,12067,32048
2023-08-01,70,AI Suite,108269,9022.42,19021,19711,3837,0,7119,24326
2023-08-01,71,Analytics,24532,2044.33,26260,3322,4888,0,24555,13200
2023-08-01,72,Security,12315,1026.25,38918,11360,7289,0,16401,1196
2023-08-01,73,AI Suite,116695,9724.58,36060,3084,699,0,5328,6878
2023-08-01,74,Enterprise,145510,12125.83,7034,17592,3995,0,7509,22300
2023-08-01,75,Analytics,32367,2697.25,31435,14840,7577,0,26806,17551
2023-08-01,76,Enterprise,152050,12670.83,29977,19537,2627,0,550,34929
2023-08-01,77,Core Platform,61826,5152.17,8683,1467,8465,0,27650,39212
2023-08-01,78,Enterprise,124567,10380.58,5930,11017,6783,0,16620,25916
2023-08-01,79,AI Suite,136196,11349.67,20267,378,2978,0,11279,27961
2023-08-01,80,Enterprise,67773,5647.75,44596,3785,3932,0,10877,5272
2023-08-01,81,Enterprise,54245,4520.42,5508,11057,5581,0,29465,28949
2023-08-01,82,Security,99375,8281.25,36578,7395,2790,0,21634,26938
2023-08-01,83,Security,56564,4713.67,31025,6376,4802,0,26269,27880
2023-08-01,84,Core Platform,49894,4157.83,12986,19069,5165,0,5539,7184
2023-08-01,85,Enterprise,95134,7927.83,35972,4499,8769,0,10568,34438
2023-08-01,86,Core Platform,144774,12064.5,42461,3499,94,0,6178,34134
2023-08-01,87,AI Suite,12969,1080.75,29529,581,4756,0,11925,822
2023-08-01,88,AI Suite,130279,10856.58,20236,18558,6656,0,1662,11542
2023-08-01,89,AI Suite,27198,2266.5,38671,17272,6273,0,8873,22453
2023-08-01,90,Enterprise,89640,7470.0,15352,12857,5344,0,25183,36180
2023-08-01,91,Enterprise,25825,2152.08,17070,16272,6772,0,10233,18948
2023-08-01,92,Security,32940,2745.0,18431,3968,163,0,14653,5675
2023-08-01,93,Analytics,89154,7429.5,44764,1779,5369,0,20917,22345
2023-08-01,94,Enterprise,11675,972.92,27536,16235,4560,22648,21575,36376
2023-08-01,95,Enterprise,149899,12491.58,43983,10836,5143,0,13236,25721
2023-08-01,96,Enterprise,2882,240.17,29032,7214,9888,0,24539,35142
2023-08-01,97,AI Suite,128543,10711.92,32066,17775,6452,0,4736,19735
2023-08-01,98,Security,43743,3645.25,31016,7894,9795,0,5678,761
2023-08-01,99,Analytics,99732,8311.0,20059,1405,7911,0,11120,4711
2023-08-01,100,Core Platform,150660,12555.0,3315,7953,4088,0,20461,33073
2023-08-01,101,Core Platform,108679,9056.58,33606,7444,2938,0,24152,43
2023-08-01,102,Core Platform,37072,3089.33,26775,3979,278,0,16289,9871
2023-08-01,103,Core Platform,36522,3043.5,43260,6113,435,0,11385,30300
2023-08-01,104,Core Platform,21485,1790.42,8532,14350,8920,0,6567,6618
2023-08-01,105,Security,71826,5985.5,44768,16678,3162,0,13128,32126
2023-08-01,106,Core Platform,136121,11343.42,7794,11965,6429,0,843,7448
2023-08-01,107,Core Platform,77481,6456.75,27968,12864,3421,0,14377,29218
2023-08-01,108,Core Platform,72422,6035.17,47369,5705,5160,0,27488,21330
2023-08-01,109,Core Platform,136819,11401.58,28835,802,2041,0,1651,22219
2023-08-01,110,Analytics,111479,9289.92,21996,11725,3342,0,16105,19428
2023-08-01,111,Security,91570,7630.83,39896,13203,6561,0,12225,2168
2023-08-01,112,Enterprise,82451,6870.92,37539,1570,4069,0,25694,6216
2023-08-01,113,Analytics,66378,5531.5,48459,6683,1383,0,3618,33818
2023-08-01,114,Security,128329,10694.08,23015,5385,9441,0,25517,20642
2023-08-01,115,Enterprise,41411,3450.92,30440,8115,811,0,9706,10880
2023-08-01,116,Enterprise,110682,9223.5,45577,482,4407,0,27562,23481
2023-08-01,117,AI Suite,122293,10191.08,25105,17989,2873,0,28885,4168
2023-08-01,118,AI Suite,145807,12150.58,8940,12486,7323,0,25245,4349
2023-08-01,119,Security,143115,11926.25,47139,4622,6137,0,22990,5752
2023-08-01,120,Analytics,74880,6240.0,14417,3401,7830,0,24368,25309
2023-08-01,121,Core Platform,14943,1245.25,3816,10700,2406,0,18090,34990
2023-08-01,122,Enterprise,57567,4797.25,1243,11520,1600,0,20609,15967
2023-08-01,123,AI Suite,165273,13772.75,30661,19022,18,0,14708,1669
2023-08-01,124,Security,8615,717.92,31531,2838,4868,0,21374,25636
2023-08-01,125,Analytics,23648,1970.67,5940,16842,4810,0,10986,5588
2023-08-01,126,Enterprise,83581,6965.08,39046,4180,5795,0,4495,22938
2023-08-01,127,Security,90914,7576.17,24349,2466,8643,0,16386,39071
2023-08-01,128,Enterprise,31681,2640.08,4934,3078,3073,0,10870,16640
2023-08-01,129,Enterprise,120762,10063.5,29445,18982,2172,0,27337,7040
2023-08-01,130,Security,150369,12530.75,3127,11859,180,0,18453,28560
2023-08-01,131,Core Platform,82882,6906.83,22400,15676,7995,0,3751,38142
2023-08-01,132,Enterprise,69768,5814.0,23766,12601,4282,0,24305,38729
2023-08-01,133,Security,65607,5467.25,4402,11823,2523,0,6140,3031
2023-08-01,134,Security,54416,4534.67,4613,16509,2752,0,6780,18176
2023-08-01,135,Security,53967,4497.25,25950,16445,3717,0,27629,32987
2023-08-01,136,Core Platform,83311,6942.58,47422,2404,7993,0,8458,12993
2023-08-01,137,Enterprise,109188,9099.0,36949,6297,6303,0,14557,25220
2023-08-01,138,AI Suite,123315,10276.25,12355,1093,3117,0,6254,34239
2023-08-01,139,Analytics,108475,9039.58,48640,5428,7368,0,14344,28926
2023-08-01,140,Enterprise,104631,8719.25,30994,18176,5048,0,14113,1795
2023-08-01,141,Enterprise,149430,12452.5,26596,12809,9249,0,13319,39941
2023-08-01,142,Core Platform,13108,1092.33,23998,678,6107,0,13963,17054
2023-08-01,143,AI Suite,28457,2371.42,2105,10264,7881,0,8832,13009
2023-08-01,144,Core Platform,109466,9122.17,36141,11754,7716,0,24533,7302
2023-08-01,145,Security,111584,9298.67,46147,3061,9126,0,19185,4515
2023-08-01,146,Analytics,147801,12316.75,49994,16061,43,0,4986,37456
2023-08-01,147,Analytics,23517,1959.75,9430,3706,7113,0,9959,37182
2023-08-01,148,Core Platform,21216,1768.0,14405,5896,8933,0,8353,32011
2023-08-01,149,Analytics,126839,10569.92,26974,11909,8254,0,22682,12052
2023-08-01,150,Core Platform,85726,7143.83,5833,5197,118,0,4518,17713
2023-08-01,151,Analytics,51446,4287.17,45223,12152,2119,0,13640,37679
2023-08-01,152,AI Suite,71677,5973.08,5469,19489,2944,0,874,23830
2023-08-01,153,Core Platform,19830,1652.5,31487,3352,4843,0,2727,30144
2023-08-01,154,Core Platform,56002,4666.83,24156,11753,9918,0,24126,34125
2023-08-01,155,Core Platform,140713,11726.08,34050,4555,6639,0,18307,3376
2023-08-01,156,Analytics,0,0.0,11427,249,2110,90213,8295,2546
2023-08-01,157,AI Suite,103958,8663.17,14570,1966,9852,0,22830,27682
2023-08-01,158,Core Platform,89894,7491.17,20571,1869,4958,0,24352,24280
2023-08-01,159,Enterprise,64985,5415.42,9087,18317,7191,0,28734,19275
2023-08-01,160,Security,49681,4140.08,18335,17999,4346,0,23091,20499
2023-08-01,161,AI Suite,116610,9717.5,10667,14125,95,0,1577,38265
2023-08-01,162,Enterprise,150679,12556.58,33138,15105,2082,0,6282,35866
2023-08-01,163,Security,73999,6166.58,43358,14473,1172,0,29619,17296
2023-08-01,164,Security,145298,12108.17,45327,19567,6842,0,27867,39633
2023-08-01,165,Core Platform,123110,10259.17,37472,10245,9203,0,17288,1691
2023-08-01,166,Core Platform,89183,7431.92,16482,12073,9928,0,27492,25064
2023-08-01,167,Analytics,117294,9774.5,34228,6224,9935,0,27902,27127
2023-08-01,168,Security,96591,8049.25,27038,8791,7659,0,9523,12817
2023-08-01,169,AI Suite,93842,7820.17,45659,4145,1321,0,13861,13123
2023-08-01,170,AI Suite,81075,6756.25,30674,18850,8230,0,28587,23440
2023-08-01,171,Security,137878,11489.83,15679,1721,8355,0,26424,34239
2023-08-01,172,AI Suite,29096,2424.67,49536,11146,2217,0,25684,3754
2023-08-01,173,Core Platform,148845,12403.75,23022,9983,6049,0,15952,20487
2023-08-01,174,Analytics,110641,9220.08,39700,19958,68,0,15149,23477
2023-08-01,175,Analytics,69054,5754.5,37350,15241,2253,0,21914,26080
2023-08-01,176,Core Platform,147221,12268.42,43453,19903,4409,0,22839,30552
2023-08-01,177,Enterprise,45404,3783.67,44492,9607,4644,0,7171,19137
2023-08-01,178,Analytics,111211,9267.58,3888,9295,8294,0,26663,34247
2023-08-01,179,Security,81343,6778.58,20781,7353,6022,0,11747,29389
2023-08-01,180,Core Platform,134166,11180.5,26294,7412,9909,0,11147,1776
2023-08-01,181,AI Suite,39075,3256.25,10363,8849,3598,0,13639,16756
2023-08-01,182,Enterprise,132428,11035.67,43561,19605,4015,0,17689,4144
2023-08-01,183,Security,65027,5418.92,23285,10574,7165,0,22116,17118
2023-08-01,184,Security,38729,3227.42,37407,6110,6403,0,25199,24643
2023-08-01,185,Core Platform,21815,1817.92,34704,7400,2270,0,3871,3404
2023-08-01,186,Security,32741,2728.42,14338,11275,2831,0,4372,34786
2023-08-01,187,Core Platform,7418,618.17,14808,7836,418,47717,20582,37833
2023-08-01,188,Core Platform,63229,5269.08,31446,19861,1250,0,118,27638
2023-08-01,189,Analytics,95345,7945.42,1401,2034,5269,0,2560,35876
2023-08-01,190,Analytics,97017,8084.75,18108,14773,8842,0,22974,38104
2023-08-01,191,AI Suite,68329,5694.08,31670,15185,3053,0,8908,26746
2023-08-01,192,Core Platform,147519,12293.25,45668,19064,973,0,22554,19144
2023-08-01,193,Analytics,94587,7882.25,6751,16625,5064,0,3100,29237
2023-08-01,194,Security,119236,9936.33,11635,10000,267,0,19423,4612
2023-08-01,195,AI Suite,146250,12187.5,14287,11485,2765,0,11468,27682
2023-08-01,196,Core Platform,77559,6463.25,28331,16569,4778,0,16465,31452
2023-08-01,197,Analytics,59490,4957.5,17603,19265,8710,0,14270,6345
2023-08-01,198,Analytics,40214,3351.17,28086,13159,2946,0,23874,24744
2023-08-01,199,Core Platform,114039,9503.25,15202,8518,4083,0,16799,25604
2023-08-01,200,AI Suite,73714,6142.83,18829,6442,9482,0,13845,20181
2023-08-01,201,Analytics,149132,12427.67,34943,16687,450,0,23006,34793
2023-08-01,202,AI Suite,96977,8081.42,39493,7273,8728,0,3652,8700
2023-08-01,203,Analytics,50907,4242.25,17373,13395,1486,0,17262,22007
2023-08-01,204,Enterprise,25361,2113.42,10063,3571,7170,0,25088,25988
2023-08-01,205,Core Platform,139691,11640.92,34558,11482,6300,0,10813,36442
2023-08-01,206,Enterprise,10932,911.0,35963,1603,78,0,28139,3249
2023-08-01,207,AI Suite,146383,12198.58,35711,12846,6383,0,16336,27080
2023-08-01,208,Security,114294,9524.5,38079,7385,8064,0,21114,35290
2023-08-01,209,Enterprise,91685,7640.42,32800,13610,617,0,10991,26577
2023-08-01,210,Security,128746,10728.83,30554,3556,1111,0,28739,24152
2023-08-01,211,Core Platform,91096,7591.33,40839,17742,2378,0,22340,20518
2023-08-01,212,Core Platform,113648,9470.67,14485,18744,1313,0,17716,4962
2023-08-01,213,Security,60287,5023.92,18331,10403,1854,0,15277,14204
2023-08-01,214,Security,86695,7224.58,42735,9732,2573,0,29613,17736
2023-08-01,215,Enterprise,140201,11683.42,31047,11717,1972,0,28074,35947
2023-08-01,216,Analytics,140701,11725.08,9885,5881,2434,0,19935,31302
2023-08-01,217,Core Platform,67941,5661.75,49050,7890,5109,0,10288,5973
2023-08-01,218,Enterprise,58082,4840.17,16337,5713,5254,0,14062,22307
2023-08-01,219,Security,63803,5316.92,32457,18280,7178,0,23594,22703
2023-08-01,220,Security,96648,8054.0,31723,9560,2870,0,11668,8728
2023-08-01,221,Core Platform,60890,5074.17,37191,7756,6779,0,3510,6198
2023-08-01,222,Enterprise,35193,2932.75,27524,8499,7025,0,14016,33208
2023-08-01,223,AI Suite,60411,5034.25,25819,10794,4028,0,5752,16917
2023-08-01,224,Security,71747,5978.92,2980,9328,8546,0,196,18508
2023-08-01,225,Analytics,51242,4270.17,11498,10457,1565,0,1817,29459
2023-08-01,226,AI Suite,58909,4909.08,5293,8393,7046,0,25974,24847
2023-08-01,227,Core Platform,87805,7317.08,15147,8115,1203,0,3270,31514
2023-08-01,228,AI Suite,131906,10992.17,11291,15018,2450,0,24559,12218
2023-08-01,229,Analytics,15031,1252.58,48981,1550,620,0,5940,27581
2023-08-01,230,Analytics,49906,4158.83,48193,5355,648,0,2394,15043
2023-08-01,231,AI Suite,60249,5020.75,19778,2126,9893,0,3779,8177
2023-08-01,232,Security,25089,2090.75,10528,3221,8905,0,22744,24121
2023-08-01,233,Enterprise,102158,8513.17,10355,4538,871,0,16672,12088
2023-08-01,234,Analytics,100493,8374.42,32879,15903,3583,0,16304,19088
2023-08-01,235,Security,134088,11174.0,6854,3605,3470,0,20691,22264
2023-08-01,236,Core Platform,46645,3887.08,29748,18328,9740,0,28022,5965
2023-08-01,237,Enterprise,26449,2204.08,38480,18141,9795,0,22214,17855
2023-08-01,238,Core Platform,5771,480.92,28693,14914,9143,39820,5402,29835
2023-08-01,239,Analytics,13932,1161.0,40984,17487,3555,147714,15282,23173
2023-08-01,240,Analytics,472,39.33,32449,1888,7764,0,24354,38506
2023-08-01,241,Enterprise,24662,2055.17,34467,7627,4973,0,14548,30492
2023-08-01,242,Security,25466,2122.17,43649,11272,31,0,9707,5539
2023-08-01,243,Analytics,23420,1951.67,22311,15003,9587,0,24134,9639
2023-08-01,244,AI Suite,49228,4102.33,31571,2366,192,0,26336,27413
2023-08-01,245,Security,81652,6804.33,2279,5944,3640,0,20457,35603
2023-08-01,246,Core Platform,142452,11871.0,48045,16459,4577,0,3989,30653
2023-08-01,247,Analytics,101438,8453.17,8475,10512,5459,0,2509,22371
2023-08-01,248,Analytics,140033,11669.42,16842,15308,4588,0,8227,22565
2023-08-01,249,Enterprise,101948,8495.67,2969,2267,9102,0,5755,10595
2023-08-01,250,Security,69403,5783.58,32631,1998,7200,0,20536,6762
2023-08-01,251,Security,51205,4267.08,10364,1051,6625,0,4196,34255
2023-08-01,252,Analytics,145318,12109.83,26978,15278,8407,0,5160,37591
2023-08-01,253,Analytics,18122,1510.17,38347,14183,7515,0,24545,39004
2023-08-01,254,Core Platform,96116,8009.67,49280,8875,697,0,28464,34471
2023-08-01,255,Core Platform,80254,6687.83,13916,83,8100,0,14058,28210
2023-08-01,256,Analytics,92906,7742.17,45366,19586,4108,0,18126,33672
2023-08-01,257,Enterprise,26700,2225.0,29005,6934,6945,0,25298,27146
2023-08-01,258,AI Suite,103538,8628.17,46863,18777,8693,0,10935,4420
2023-08-01,259,Core Platform,99084,8257.0,5679,15564,6248,0,10160,27926
2023-08-01,260,Core Platform,72849,6070.75,3176,9814,3574,0,4480,17071
2023-08-01,261,Analytics,24470,2039.17,30376,14909,2167,0,7246,32487
2023-08-01,262,Analytics,94177,7848.08,11614,267,6287,0,10213,21611
2023-08-01,263,Enterprise,35050,2920.83,42070,1756,724,0,6840,15271
2023-08-01,264,AI Suite,135491,11290.92,34897,15177,4829,0,6264,25866
2023-08-01,265,AI Suite,86311,7192.58,30311,33,3498,0,2714,37625
2023-08-01,266,Enterprise,41628,3469.0,45747,3680,7271,0,13024,34453
2023-08-01,267,Analytics,33570,2797.5,23554,2588,702,0,15656,19489
2023-08-01,268,Analytics,63378,5281.5,43130,9708,4092,0,26192,35388
2023-08-01,269,Core Platform,156205,13017.08,4557,14232,1560,0,14719,25465
2023-08-01,270,Security,27602,2300.17,8540,1248,8200,0,25589,5285
2023-08-01,271,Security,0,0.0,8262,1628,8077,0,15189,38013
2023-08-01,272,AI Suite,158384,13198.67,17307,9976,1305,0,11176,6964
2023-08-01,273,Core Platform,5503,458.58,20222,10402,4899,35378,2980,30285
2023-08-01,274,AI Suite,114888,9574.0,41685,12804,2222,0,28092,38063
2023-08-01,275,Security,63220,5268.33,37339,10204,3054,0,6907,32699
2023-08-01,276,Analytics,82259,6854.92,15869,9406,2189,0,976,29422
2023-08-01,277,Core Platform,46634,3886.17,49713,14290,2598,0,11652,22348
2023-08-01,278,Security,147118,12259.83,44809,18548,6002,0,29571,5177
2023-08-01,279,AI Suite,42952,3579.33,47619,13602,2774,0,17160,37868
2023-08-01,280,Analytics,37999,3166.58,32405,1740,5299,0,12985,13055
2023-08-01,281,Analytics,36616,3051.33,27218,10454,7374,0,5158,3791
2023-08-01,282,Enterprise,56916,4743.0,33662,16315,5496,0,29427,6121
2023-08-01,283,AI Suite,71149,5929.08,26454,6483,9637,0,1895,31517
2023-08-01,284,Core Platform,129307,10775.58,2255,12793,7127,0,24285,36962
2023-08-01,285,Enterprise,76929,6410.75,12241,7317,3744,0,28573,19633
2023-08-01,286,Enterprise,16825,1402.08,34589,15228,8447,0,15049,12523
2023-08-01,287,Enterprise,89218,7434.83,3002,10436,4455,0,27009,1421
2023-08-01,288,Enterprise,0,0.0,39169,4072,6329,76336,6706,30622
2023-08-01,289,Analytics,11485,957.08,21162,13861,2376,123835,21546,51
2023-08-01,290,AI Suite,88730,7394.17,3595,14497,7016,0,6180,18324
2023-08-01,291,Analytics,39452,3287.67,41330,12885,5507,0,4042,27079
2023-08-01,292,Enterprise,103066,8588.83,28665,19482,9977,0,15616,20357
2023-08-01,293,Enterprise,142437,11869.75,4200,2942,659,0,13106,22075
2023-08-01,294,Enterprise,14834,1236.17,1006,9341,2094,0,2093,25927
2023-08-01,295,Enterprise,143203,11933.58,24641,11246,9202,0,11787,29734
2023-08-01,296,AI Suite,75216,6268.0,38049,13980,4487,0,8019,38406
2023-08-01,297,Analytics,15027,1252.25,24086,7502,7654,0,16739,526
2023-08-01,298,Enterprise,39256,3271.33,38049,13351,9468,0,6124,19197
2023-08-01,299,AI Suite,31025,2585.42,27096,9072,7735,0,8772,29201
2023-08-01,300,Analytics,98173,8181.08,6628,17250,3784,0,17684,6214
2023-08-01,301,Core Platform,124813,10401.08,18628,19203,8052,0,16407,25010
2023-08-01,302,Security,148741,12395.08,45124,15915,8503,0,28273,34089
2023-08-01,303,Core Platform,103383,8615.25,46541,3917,1572,0,24592,459
2023-08-01,304,Enterprise,80871,6739.25,37459,17333,3178,0,13650,34869
2023-08-01,305,Security,91372,7614.33,7360,9473,2995,0,4909,35976
2023-08-01,306,AI Suite,125377,10448.08,34715,13094,1402,0,4494,24718
2023-08-01,307,Enterprise,134264,11188.67,44225,1881,1653,0,24042,14330
2023-08-01,308,Core Platform,84466,7038.83,42234,12828,1058,0,3866,39138
2023-08-01,309,Security,91043,7586.92,48846,7082,3670,0,25037,36133
2023-08-01,310,Core Platform,101883,8490.25,6938,8195,8474,0,10002,8045
2023-08-01,311,Enterprise,25590,2132.5,13501,19435,9596,0,12046,39546
2023-08-01,312,Core Platform,142836,11903.0,46734,1714,2006,0,28472,32165
2023-08-01,313,Analytics,94894,7907.83,20499,6525,1931,0,21806,3107
2023-08-01,314,Analytics,164045,13670.42,21820,15783,1448,0,3609,31735
2023-08-01,315,AI Suite,31989,2665.75,46027,10944,7431,0,25663,6420
2023-08-01,316,AI Suite,37873,3156.08,25642,3558,8592,0,7794,5951
2023-08-01,317,Analytics,98534,8211.17,9599,18879,371,0,14931,22569
2023-08-01,318,Core Platform,145795,12149.58,24220,17117,7536,0,2816,29668
2023-08-01,319,Enterprise,139085,11590.42,27287,1386,1733,0,28501,5249
2023-08-01,320,Enterprise,151516,12626.33,13144,6727,297,0,9393,923
2023-08-01,321,Security,144501,12041.75,9984,5677,5733,0,9929,4965
2023-08-01,322,Core Platform,83685,6973.75,41154,7278,5314,0,14239,30342
2023-08-01,323,Analytics,122222,10185.17,19113,882,5425,0,2142,3212
2023-08-01,324,Core Platform,70253,5854.42,15148,8246,8148,0,6762,27060
2023-08-01,325,AI Suite,56535,4711.25,48813,15048,2774,0,24473,19657
2023-08-01,326,Analytics,5139,428.25,34096,957,4490,0,5224,34046
2023-08-01,327,Security,163119,13593.25,36931,19891,533,0,1546,24398
2023-08-01,328,Core Platform,143057,11921.42,24833,8860,1432,0,2918,10049
